customer_id,signup_date,signup_quarter,region,segment,plan,billing_cycle,acquisition_channel,engagement_score,monthly_price_usd,churn_month,churn_reason,risk_at_month_3,risk_at_month_12,status_month_3,status_month_12,months_billed,observed_revenue_12m_usd
RC-03890,2024-01-06,Q1 2024,Asia-Pacific,Freelancer,Enterprise,Monthly,Paid Search,0.426,89,,,False,False,Active,Active,12,1068
RC-03891,2024-01-07,Q1 2024,North America,Small Business,Standard,Monthly,Social,0.94,29,,,False,False,Active,Active,12,348
RC-03892,2024-09-27,Q3 2024,North America,Individual,Standard,Monthly,Organic,0.315,29,,,True,True,At risk,At risk,12,348
RC-03893,2024-10-19,Q4 2024,North America,Small Business,Standard,Monthly,Referral,0.759,29,,,False,False,Active,Active,12,348
RC-03894,2024-04-28,Q2 2024,North America,Individual,Standard,Monthly,Organic,0.361,29,,,False,False,Active,Active,12,348
RC-03895,2024-11-08,Q4 2024,Europe,Individual,Basic,Annual,Organic,0.667,12.75,,,False,False,Active,Renewed,12,153.0
RC-03896,2024-09-02,Q3 2024,North America,Individual,Standard,Annual,Paid Search,0.563,24.65,,,False,False,Active,Renewed,12,295.8
RC-03897,2024-02-11,Q1 2024,Europe,Individual,Basic,Monthly,Referral,0.404,15,,,False,False,Active,Active,12,180
RC-03898,2024-06-07,Q2 2024,Europe,Freelancer,Basic,Monthly,Partner,0.511,15,,,False,False,Active,Active,12,180
RC-03899,2024-10-16,Q4 2024,North America,Individual,Standard,Annual,Paid Search,0.476,24.65,,,False,False,Active,Renewed,12,295.8
RC-03900,2024-06-10,Q2 2024,Europe,Freelancer,Standard,Monthly,Partner,0.887,29,,,False,False,Active,Active,12,348
RC-03901,2024-01-27,Q1 2024,Asia-Pacific,Freelancer,Basic,Monthly,Organic,0.817,15,,,False,False,Active,Active,12,180
RC-03902,2024-02-05,Q1 2024,Asia-Pacific,Individual,Standard,Monthly,Referral,0.601,29,,,False,False,Active,Active,12,348
RC-03903,2024-02-22,Q1 2024,North America,Freelancer,Standard,Monthly,Paid Search,0.554,29,,,False,False,Active,Active,12,348
RC-03904,2024-04-19,Q2 2024,Other,Individual,Premium,Monthly,Organic,0.573,49,,,False,False,Active,Active,12,588
RC-03905,2024-05-11,Q2 2024,North America,Freelancer,Standard,Annual,Partner,0.82,24.65,8,Product experience,False,False,Active,Churned,8,197.2
RC-03906,2024-09-01,Q3 2024,North America,Freelancer,Standard,Monthly,Paid Search,0.694,29,6,Changed needs,False,False,Active,Churned,6,174
RC-03907,2024-11-21,Q4 2024,Europe,Individual,Standard,Annual,Referral,0.865,24.65,,,False,False,Active,Renewed,12,295.8
RC-03908,2024-02-11,Q1 2024,North America,Freelancer,Standard,Annual,Organic,0.419,24.65,,,False,False,Active,Renewed,12,295.8
RC-03909,2024-07-21,Q3 2024,North America,Individual,Premium,Annual,Partner,0.631,41.65,3,Changed needs,False,False,Churned,Churned,3,124.95
RC-03910,2024-05-14,Q2 2024,Other,Freelancer,Enterprise,Monthly,Social,0.749,89,,,False,False,Active,Active,12,1068
RC-03911,2024-09-28,Q3 2024,North America,Small Business,Basic,Monthly,Partner,0.8,15,,,False,False,Active,Active,12,180
RC-03912,2024-08-27,Q3 2024,North America,Individual,Basic,Annual,Organic,0.654,12.75,3,Alternative,False,False,Churned,Churned,3,38.25
RC-03913,2024-06-26,Q2 2024,North America,Individual,Basic,Monthly,Social,0.675,15,,,False,False,Active,Active,12,180
RC-03914,2024-01-19,Q1 2024,North America,Individual,Standard,Monthly,Paid Search,0.734,29,2,Price,False,False,Churned,Churned,2,58
RC-03915,2024-10-20,Q4 2024,Europe,Individual,Standard,Monthly,Social,0.763,29,,,False,False,Active,Active,12,348
RC-03916,2024-02-23,Q1 2024,Europe,Individual,Standard,Monthly,Organic,0.682,29,,,False,False,Active,Active,12,348
RC-03917,2024-03-28,Q1 2024,Europe,Small Business,Standard,Annual,Organic,0.818,24.65,,,False,False,Active,Renewed,12,295.8
RC-03918,2024-12-09,Q4 2024,Asia-Pacific,Small Business,Standard,Annual,Referral,0.492,24.65,,,False,False,Active,Renewed,12,295.8
RC-03919,2024-08-20,Q3 2024,North America,Individual,Premium,Annual,Organic,0.412,41.65,,,False,False,Active,Renewed,12,499.8
RC-03920,2024-04-23,Q2 2024,North America,Individual,Standard,Monthly,Partner,0.767,29,,,False,False,Active,Active,12,348
RC-03921,2024-09-12,Q3 2024,Asia-Pacific,Individual,Basic,Monthly,Organic,0.657,15,,,False,False,Active,Active,12,180
RC-03922,2024-09-09,Q3 2024,Europe,Individual,Premium,Annual,Organic,0.663,41.65,7,Product experience,False,False,Active,Churned,7,291.55
RC-03923,2024-11-24,Q4 2024,Europe,Individual,Premium,Annual,Partner,0.31,41.65,,,True,True,At risk,At risk,12,499.8
RC-03924,2024-09-26,Q3 2024,Other,Individual,Standard,Monthly,Social,0.849,29,,,False,False,Active,Active,12,348
RC-03925,2024-10-25,Q4 2024,Europe,Freelancer,Standard,Monthly,Paid Search,0.546,29,,,False,False,Active,Active,12,348
RC-03926,2024-07-12,Q3 2024,Asia-Pacific,Individual,Standard,Monthly,Organic,0.561,29,,,False,False,Active,Active,12,348
RC-03927,2024-06-20,Q2 2024,Europe,Individual,Standard,Annual,Social,0.707,24.65,,,False,False,Active,Renewed,12,295.8
RC-03928,2024-07-03,Q3 2024,Europe,Individual,Basic,Annual,Paid Search,0.663,12.75,,,False,False,Active,Renewed,12,153.0
RC-03929,2024-09-25,Q3 2024,Europe,Freelancer,Standard,Annual,Organic,0.749,24.65,,,False,False,Active,Renewed,12,295.8
RC-03930,2024-12-28,Q4 2024,Europe,Small Business,Premium,Annual,Organic,0.649,41.65,,,False,True,Active,At risk,12,499.8
RC-03931,2024-12-03,Q4 2024,Asia-Pacific,Individual,Premium,Annual,Organic,0.335,41.65,,,False,True,Active,At risk,12,499.8
RC-03932,2024-04-23,Q2 2024,North America,Individual,Standard,Monthly,Organic,0.504,29,,,False,False,Active,Active,12,348
RC-03933,2024-12-15,Q4 2024,Europe,Freelancer,Standard,Monthly,Social,0.63,29,,,False,False,Active,Active,12,348
RC-03934,2024-12-01,Q4 2024,Europe,Team,Premium,Monthly,Organic,0.378,49,5,Product experience,False,False,Active,Churned,5,245
RC-03935,2024-01-22,Q1 2024,North America,Individual,Standard,Annual,Organic,0.877,24.65,6,Low usage,False,False,Active,Churned,6,147.9
RC-03936,2024-10-26,Q4 2024,Europe,Freelancer,Enterprise,Monthly,Paid Search,0.661,89,,,True,False,At risk,Active,12,1068
RC-03937,2024-04-24,Q2 2024,Asia-Pacific,Small Business,Standard,Monthly,Paid Search,0.885,29,,,False,False,Active,Active,12,348
RC-03938,2024-11-24,Q4 2024,North America,Freelancer,Standard,Annual,Referral,0.591,24.65,,,False,False,Active,Renewed,12,295.8
RC-03939,2024-08-06,Q3 2024,Europe,Individual,Standard,Monthly,Partner,0.677,29,,,False,False,Active,Active,12,348
RC-03940,2024-11-02,Q4 2024,North America,Individual,Basic,Monthly,Referral,0.516,15,,,False,False,Active,Active,12,180
RC-03941,2024-04-16,Q2 2024,North America,Individual,Premium,Monthly,Organic,0.356,49,,,False,False,Active,Active,12,588
RC-03942,2024-12-28,Q4 2024,Other,Freelancer,Standard,Annual,Organic,0.677,24.65,,,False,False,Active,Renewed,12,295.8
RC-03943,2024-01-28,Q1 2024,Europe,Freelancer,Premium,Annual,Organic,0.147,41.65,1,Alternative,False,False,Churned,Churned,1,41.65
RC-03944,2024-05-28,Q2 2024,North America,Freelancer,Basic,Monthly,Paid Search,0.531,15,8,Alternative,False,False,Active,Churned,8,120
RC-03945,2024-02-16,Q1 2024,Europe,Individual,Basic,Monthly,Partner,0.84,15,2,Price,False,False,Churned,Churned,2,30
RC-03946,2024-04-16,Q2 2024,North America,Individual,Standard,Monthly,Social,0.165,29,,,True,True,At risk,At risk,12,348
RC-03947,2024-08-20,Q3 2024,Europe,Individual,Standard,Monthly,Partner,0.153,29,,,True,True,At risk,At risk,12,348
RC-03948,2024-01-12,Q1 2024,Europe,Freelancer,Standard,Monthly,Organic,0.488,29,,,False,False,Active,Active,12,348
RC-03949,2024-05-16,Q2 2024,Europe,Individual,Enterprise,Annual,Organic,0.506,75.65,,,True,False,At risk,Renewed,12,907.8
RC-03950,2024-07-06,Q3 2024,Europe,Individual,Enterprise,Monthly,Organic,0.903,89,,,False,False,Active,Active,12,1068
RC-03951,2024-03-13,Q1 2024,North America,Individual,Premium,Monthly,Organic,0.741,49,12,Price,False,False,Active,Churned,12,588
RC-03952,2024-01-05,Q1 2024,Asia-Pacific,Individual,Premium,Annual,Social,0.712,41.65,,,False,False,Active,Renewed,12,499.8
RC-03953,2024-08-19,Q3 2024,Asia-Pacific,Small Business,Premium,Annual,Partner,0.618,41.65,,,False,False,Active,Renewed,12,499.8
RC-03954,2024-01-19,Q1 2024,Europe,Freelancer,Basic,Annual,Partner,0.817,12.75,,,False,False,Active,Renewed,12,153.0
RC-03955,2024-12-07,Q4 2024,North America,Small Business,Basic,Monthly,Organic,0.86,15,,,False,False,Active,Active,12,180
RC-03956,2024-01-12,Q1 2024,Asia-Pacific,Freelancer,Standard,Monthly,Referral,0.745,29,8,Price,False,False,Active,Churned,8,232
RC-03957,2024-04-17,Q2 2024,North America,Freelancer,Premium,Annual,Organic,0.249,41.65,,,True,True,At risk,At risk,12,499.8
RC-03958,2024-02-26,Q1 2024,North America,Individual,Basic,Monthly,Paid Search,0.393,15,2,Price,False,False,Churned,Churned,2,30
RC-03959,2024-12-15,Q4 2024,Europe,Team,Premium,Annual,Referral,0.289,41.65,,,True,True,At risk,At risk,12,499.8
RC-03960,2024-12-20,Q4 2024,Europe,Individual,Standard,Monthly,Social,0.508,29,,,False,False,Active,Active,12,348
RC-03961,2024-10-08,Q4 2024,Europe,Freelancer,Standard,Monthly,Organic,0.579,29,,,False,False,Active,Active,12,348
RC-03962,2024-03-03,Q1 2024,North America,Small Business,Premium,Annual,Organic,0.636,41.65,,,False,False,Active,Renewed,12,499.8
RC-03963,2024-08-21,Q3 2024,Asia-Pacific,Individual,Basic,Annual,Partner,0.538,12.75,2,Alternative,False,False,Churned,Churned,2,25.5
RC-03964,2024-08-09,Q3 2024,North America,Individual,Basic,Annual,Organic,0.685,12.75,,,False,False,Active,Renewed,12,153.0
RC-03965,2024-12-04,Q4 2024,Asia-Pacific,Individual,Standard,Annual,Paid Search,0.844,24.65,7,Price,False,False,Active,Churned,7,172.55
RC-03966,2024-04-02,Q2 2024,Europe,Small Business,Basic,Monthly,Social,0.68,15,9,Changed needs,False,False,Active,Churned,9,135
RC-03967,2024-11-05,Q4 2024,North America,Team,Basic,Monthly,Organic,0.781,15,,,False,False,Active,Active,12,180
RC-03968,2024-02-28,Q1 2024,Europe,Small Business,Standard,Monthly,Social,0.666,29,,,False,False,Active,Active,12,348
RC-03969,2024-09-13,Q3 2024,North America,Small Business,Enterprise,Annual,Paid Search,0.541,75.65,,,False,False,Active,Renewed,12,907.8
RC-03970,2024-07-18,Q3 2024,Europe,Small Business,Basic,Monthly,Partner,0.561,15,,,False,False,Active,Active,12,180
RC-03971,2024-08-16,Q3 2024,Asia-Pacific,Individual,Standard,Monthly,Referral,0.856,29,,,False,False,Active,Active,12,348
RC-03972,2024-11-03,Q4 2024,North America,Freelancer,Standard,Monthly,Referral,0.395,29,,,False,False,Active,Active,12,348
RC-03973,2024-04-11,Q2 2024,Europe,Small Business,Basic,Monthly,Organic,0.74,15,3,Price,False,False,Churned,Churned,3,45
RC-03974,2024-06-18,Q2 2024,North America,Small Business,Premium,Monthly,Social,0.68,49,,,False,False,Active,Active,12,588
RC-03975,2024-03-27,Q1 2024,Asia-Pacific,Individual,Standard,Monthly,Paid Search,0.879,29,1,Price,False,False,Churned,Churned,1,29
RC-03976,2024-12-19,Q4 2024,Europe,Freelancer,Premium,Monthly,Paid Search,0.815,49,,,False,False,Active,Active,12,588
RC-03977,2024-06-17,Q2 2024,Asia-Pacific,Individual,Premium,Monthly,Social,0.618,49,,,False,False,Active,Active,12,588
RC-03978,2024-02-21,Q1 2024,North America,Freelancer,Basic,Annual,Referral,0.841,12.75,,,False,False,Active,Renewed,12,153.0
RC-03979,2024-09-17,Q3 2024,North America,Freelancer,Basic,Monthly,Partner,0.456,15,3,Low usage,False,False,Churned,Churned,3,45
RC-03980,2024-09-22,Q3 2024,Europe,Individual,Basic,Monthly,Partner,0.708,15,,,False,False,Active,Active,12,180
RC-03981,2024-04-12,Q2 2024,North America,Team,Basic,Monthly,Paid Search,0.408,15,10,Alternative,False,False,Active,Churned,10,150
RC-03982,2024-05-16,Q2 2024,Other,Individual,Standard,Monthly,Social,0.31,29,7,Low usage,True,False,At risk,Churned,7,203
RC-03983,2024-12-23,Q4 2024,North America,Small Business,Basic,Monthly,Social,0.852,15,,,False,False,Active,Active,12,180
RC-03984,2024-10-16,Q4 2024,North America,Small Business,Standard,Monthly,Organic,0.528,29,8,Price,False,False,Active,Churned,8,232
RC-03985,2024-03-19,Q1 2024,North America,Individual,Basic,Monthly,Social,0.475,15,,,False,False,Active,Active,12,180
RC-03986,2024-03-26,Q1 2024,Other,Freelancer,Basic,Monthly,Social,0.673,15,,,False,False,Active,Active,12,180
RC-03987,2024-03-09,Q1 2024,Europe,Individual,Premium,Monthly,Social,0.679,49,,,False,False,Active,Active,12,588
RC-03988,2024-05-10,Q2 2024,Other,Individual,Standard,Monthly,Social,0.209,29,1,Alternative,False,False,Churned,Churned,1,29
RC-03989,2024-02-11,Q1 2024,Asia-Pacific,Freelancer,Basic,Monthly,Referral,0.367,15,,,False,False,Active,Active,12,180
RC-03990,2024-10-24,Q4 2024,Europe,Individual,Standard,Annual,Social,0.62,24.65,,,False,False,Active,Renewed,12,295.8
RC-03991,2024-05-05,Q2 2024,North America,Small Business,Basic,Monthly,Organic,0.914,15,,,False,False,Active,Active,12,180
RC-03992,2024-09-05,Q3 2024,Europe,Small Business,Standard,Monthly,Social,0.447,29,,,False,True,Active,At risk,12,348
RC-03993,2024-02-17,Q1 2024,North America,Team,Enterprise,Annual,Referral,0.691,75.65,7,Product experience,True,False,At risk,Churned,7,529.55
RC-03994,2024-11-16,Q4 2024,North America,Individual,Basic,Monthly,Paid Search,0.142,15,10,Price,True,False,At risk,Churned,10,150
RC-03995,2024-10-14,Q4 2024,Asia-Pacific,Freelancer,Standard,Monthly,Organic,0.446,29,8,Changed needs,False,False,Active,Churned,8,232
RC-03996,2024-12-21,Q4 2024,Europe,Team,Basic,Monthly,Partner,0.723,15,,,False,False,Active,Active,12,180
RC-03997,2024-11-02,Q4 2024,Europe,Individual,Standard,Monthly,Partner,0.554,29,,,False,False,Active,Active,12,348
RC-03998,2024-10-22,Q4 2024,Europe,Freelancer,Premium,Annual,Organic,0.677,41.65,,,False,True,Active,At risk,12,499.8
RC-03999,2024-09-24,Q3 2024,Other,Small Business,Premium,Annual,Social,0.903,41.65,2,Alternative,False,False,Churned,Churned,2,83.3
RC-04000,2024-05-20,Q2 2024,Other,Individual,Basic,Annual,Social,0.561,12.75,,,False,False,Active,Renewed,12,153.0
RC-04001,2024-11-06,Q4 2024,Asia-Pacific,Small Business,Premium,Monthly,Organic,0.553,49,,,False,False,Active,Active,12,588
RC-04002,2024-11-19,Q4 2024,Europe,Individual,Standard,Monthly,Organic,0.278,29,,,True,True,At risk,At risk,12,348
RC-04003,2024-09-27,Q3 2024,Asia-Pacific,Individual,Basic,Monthly,Referral,0.242,15,,,True,True,At risk,At risk,12,180
RC-04004,2024-05-11,Q2 2024,Europe,Individual,Basic,Annual,Paid Search,0.493,12.75,,,False,False,Active,Renewed,12,153.0
RC-04005,2024-08-04,Q3 2024,Europe,Small Business,Standard,Monthly,Organic,0.507,29,,,False,False,Active,Active,12,348
RC-04006,2024-11-17,Q4 2024,Asia-Pacific,Freelancer,Basic,Monthly,Partner,0.602,15,,,False,False,Active,Active,12,180
RC-04007,2024-04-16,Q2 2024,North America,Individual,Basic,Monthly,Partner,0.507,15,,,False,False,Active,Active,12,180
RC-04008,2024-10-27,Q4 2024,Europe,Freelancer,Standard,Annual,Organic,0.422,24.65,,,False,False,Active,Renewed,12,295.8
RC-04009,2024-12-02,Q4 2024,Europe,Small Business,Basic,Monthly,Referral,0.321,15,,,True,True,At risk,At risk,12,180
RC-04010,2024-07-28,Q3 2024,North America,Freelancer,Basic,Monthly,Organic,0.744,15,,,False,False,Active,Active,12,180
RC-04011,2024-05-27,Q2 2024,North America,Individual,Premium,Annual,Social,0.435,41.65,,,False,False,Active,Renewed,12,499.8
RC-04012,2024-02-06,Q1 2024,Asia-Pacific,Individual,Premium,Annual,Paid Search,0.217,41.65,,,True,True,At risk,At risk,12,499.8
RC-04013,2024-09-11,Q3 2024,North America,Individual,Basic,Monthly,Paid Search,0.738,15,5,Price,False,False,Active,Churned,5,75
RC-04014,2024-06-10,Q2 2024,Europe,Individual,Premium,Annual,Organic,0.737,41.65,,,False,False,Active,Renewed,12,499.8
RC-04015,2024-11-13,Q4 2024,Asia-Pacific,Freelancer,Enterprise,Annual,Paid Search,0.821,75.65,,,False,False,Active,Renewed,12,907.8
RC-04016,2024-05-25,Q2 2024,Asia-Pacific,Small Business,Standard,Monthly,Organic,0.462,29,,,False,False,Active,Active,12,348
RC-04017,2024-05-14,Q2 2024,North America,Small Business,Standard,Monthly,Social,0.226,29,3,Price,False,False,Churned,Churned,3,87
RC-04018,2024-12-18,Q4 2024,Asia-Pacific,Individual,Basic,Monthly,Paid Search,0.731,15,,,False,False,Active,Active,12,180
RC-04019,2024-09-25,Q3 2024,Other,Freelancer,Basic,Monthly,Organic,0.418,15,,,False,False,Active,Active,12,180
RC-04020,2024-01-15,Q1 2024,North America,Small Business,Basic,Monthly,Organic,0.284,15,,,True,True,At risk,At risk,12,180
RC-04021,2024-11-03,Q4 2024,North America,Individual,Basic,Monthly,Social,0.489,15,1,Price,False,False,Churned,Churned,1,15
RC-04022,2024-11-28,Q4 2024,North America,Small Business,Standard,Monthly,Organic,0.64,29,,,False,False,Active,Active,12,348
RC-04023,2024-07-12,Q3 2024,Other,Individual,Premium,Monthly,Organic,0.402,49,,,False,False,Active,Active,12,588
RC-04024,2024-12-07,Q4 2024,North America,Small Business,Basic,Annual,Referral,0.847,12.75,,,False,False,Active,Renewed,12,153.0
RC-04025,2024-02-03,Q1 2024,Other,Freelancer,Standard,Annual,Partner,0.86,24.65,,,True,False,At risk,Renewed,12,295.8
RC-04026,2024-02-03,Q1 2024,Europe,Individual,Premium,Monthly,Paid Search,0.43,49,,,False,False,Active,Active,12,588
RC-04027,2024-04-26,Q2 2024,Asia-Pacific,Small Business,Basic,Annual,Partner,0.444,12.75,,,False,False,Active,Renewed,12,153.0
RC-04028,2024-10-13,Q4 2024,Europe,Individual,Standard,Annual,Organic,0.242,24.65,,,True,True,At risk,At risk,12,295.8
RC-04029,2024-02-21,Q1 2024,Europe,Individual,Standard,Annual,Referral,0.746,24.65,6,Product experience,False,False,Active,Churned,6,147.9
RC-04030,2024-02-08,Q1 2024,North America,Freelancer,Premium,Monthly,Partner,0.876,49,,,False,False,Active,Active,12,588
RC-04031,2024-05-17,Q2 2024,Europe,Small Business,Premium,Annual,Organic,0.746,41.65,,,False,False,Active,Renewed,12,499.8
RC-04032,2024-12-01,Q4 2024,Other,Individual,Premium,Annual,Organic,0.335,41.65,,,False,True,Active,At risk,12,499.8
RC-04033,2024-02-28,Q1 2024,Other,Individual,Standard,Monthly,Referral,0.862,29,,,False,False,Active,Active,12,348
RC-04034,2024-09-20,Q3 2024,Europe,Individual,Basic,Monthly,Organic,0.814,15,,,False,False,Active,Active,12,180
RC-04035,2024-07-27,Q3 2024,North America,Individual,Standard,Annual,Social,0.932,24.65,,,False,False,Active,Renewed,12,295.8
RC-04036,2024-12-10,Q4 2024,Europe,Small Business,Premium,Monthly,Paid Search,0.835,49,,,False,False,Active,Active,12,588
RC-04037,2024-06-11,Q2 2024,Europe,Small Business,Standard,Annual,Paid Search,0.629,24.65,,,False,False,Active,Renewed,12,295.8
RC-04038,2024-12-20,Q4 2024,Asia-Pacific,Team,Standard,Annual,Social,0.493,24.65,,,False,False,Active,Renewed,12,295.8
RC-04039,2024-11-12,Q4 2024,Asia-Pacific,Small Business,Standard,Monthly,Referral,0.67,29,,,False,False,Active,Active,12,348
RC-04040,2024-05-24,Q2 2024,North America,Small Business,Standard,Monthly,Organic,0.609,29,,,False,False,Active,Active,12,348
RC-04041,2024-09-05,Q3 2024,Europe,Team,Premium,Monthly,Paid Search,0.797,49,,,False,False,Active,Active,12,588
RC-04042,2024-03-14,Q1 2024,North America,Individual,Standard,Annual,Social,0.98,24.65,,,False,False,Active,Renewed,12,295.8
RC-04043,2024-01-01,Q1 2024,North America,Freelancer,Enterprise,Monthly,Social,0.236,89,,,True,True,At risk,At risk,12,1068
RC-04044,2024-02-25,Q1 2024,Asia-Pacific,Small Business,Premium,Annual,Partner,0.691,41.65,,,False,False,Active,Renewed,12,499.8
RC-04045,2024-03-06,Q1 2024,Other,Team,Basic,Monthly,Paid Search,0.665,15,,,False,False,Active,Active,12,180
RC-04046,2024-02-13,Q1 2024,Other,Small Business,Premium,Annual,Partner,0.726,41.65,,,False,False,Active,Renewed,12,499.8
RC-04047,2024-02-19,Q1 2024,Europe,Small Business,Premium,Monthly,Referral,0.471,49,10,Low usage,False,False,Active,Churned,10,490
RC-04048,2024-02-01,Q1 2024,Asia-Pacific,Small Business,Basic,Monthly,Organic,0.472,15,,,False,False,Active,Active,12,180
RC-04049,2024-08-25,Q3 2024,Europe,Freelancer,Standard,Annual,Organic,0.797,24.65,,,False,False,Active,Renewed,12,295.8
RC-04050,2024-10-05,Q4 2024,North America,Small Business,Premium,Monthly,Organic,0.587,49,,,False,True,Active,At risk,12,588
RC-04051,2024-09-24,Q3 2024,Europe,Individual,Premium,Annual,Organic,0.541,41.65,5,Low usage,False,False,Active,Churned,5,208.25
RC-04052,2024-10-03,Q4 2024,North America,Individual,Standard,Annual,Social,0.317,24.65,,,True,True,At risk,At risk,12,295.8
RC-04053,2024-08-03,Q3 2024,Asia-Pacific,Individual,Basic,Annual,Paid Search,0.438,12.75,3,Changed needs,False,False,Churned,Churned,3,38.25
RC-04054,2024-06-21,Q2 2024,North America,Individual,Standard,Annual,Referral,0.649,24.65,3,Price,False,False,Churned,Churned,3,73.95
RC-04055,2024-12-15,Q4 2024,Europe,Individual,Standard,Monthly,Referral,0.44,29,7,Low usage,False,False,Active,Churned,7,203
RC-04056,2024-03-01,Q1 2024,Asia-Pacific,Individual,Premium,Monthly,Paid Search,0.807,49,3,Low usage,False,False,Churned,Churned,3,147
RC-04057,2024-06-12,Q2 2024,North America,Freelancer,Basic,Monthly,Organic,0.55,15,,,False,False,Active,Active,12,180
RC-04058,2024-07-28,Q3 2024,Asia-Pacific,Freelancer,Premium,Annual,Social,0.224,41.65,,,True,True,At risk,At risk,12,499.8
RC-04059,2024-11-15,Q4 2024,Other,Small Business,Basic,Annual,Organic,0.548,12.75,,,False,False,Active,Renewed,12,153.0
RC-04060,2024-12-18,Q4 2024,Asia-Pacific,Individual,Standard,Monthly,Social,0.717,29,,,False,False,Active,Active,12,348
RC-04061,2024-10-16,Q4 2024,North America,Freelancer,Basic,Monthly,Referral,0.367,15,,,False,False,Active,Active,12,180
RC-04062,2024-08-02,Q3 2024,North America,Freelancer,Standard,Annual,Organic,0.867,24.65,,,False,False,Active,Renewed,12,295.8
RC-04063,2024-10-28,Q4 2024,Asia-Pacific,Individual,Basic,Monthly,Organic,0.647,15,3,Price,False,False,Churned,Churned,3,45
RC-04064,2024-08-28,Q3 2024,Europe,Individual,Standard,Monthly,Organic,0.617,29,,,False,False,Active,Active,12,348
RC-04065,2024-12-18,Q4 2024,North America,Individual,Standard,Monthly,Paid Search,0.545,29,,,False,False,Active,Active,12,348
RC-04066,2024-11-07,Q4 2024,North America,Individual,Enterprise,Annual,Organic,0.962,75.65,,,False,False,Active,Renewed,12,907.8
RC-04067,2024-02-03,Q1 2024,North America,Freelancer,Standard,Annual,Organic,0.32,24.65,8,Changed needs,True,False,At risk,Churned,8,197.2
RC-04068,2024-01-11,Q1 2024,North America,Individual,Basic,Monthly,Paid Search,0.644,15,,,False,False,Active,Active,12,180
RC-04069,2024-09-10,Q3 2024,Europe,Freelancer,Standard,Monthly,Organic,0.586,29,12,Low usage,False,False,Active,Churned,12,348
RC-04070,2024-03-15,Q1 2024,Asia-Pacific,Individual,Premium,Monthly,Paid Search,0.729,49,,,False,False,Active,Active,12,588
RC-04071,2024-02-25,Q1 2024,Europe,Individual,Standard,Monthly,Organic,0.621,29,,,False,False,Active,Active,12,348
RC-04072,2024-08-27,Q3 2024,North America,Individual,Basic,Monthly,Paid Search,0.627,15,,,False,False,Active,Active,12,180
RC-04073,2024-12-26,Q4 2024,North America,Small Business,Basic,Monthly,Organic,0.513,15,,,False,False,Active,Active,12,180
RC-04074,2024-01-27,Q1 2024,North America,Individual,Standard,Monthly,Organic,0.646,29,,,False,False,Active,Active,12,348
RC-04075,2024-01-04,Q1 2024,Asia-Pacific,Individual,Standard,Monthly,Paid Search,0.626,29,,,False,False,Active,Active,12,348
RC-04076,2024-08-08,Q3 2024,Asia-Pacific,Small Business,Standard,Annual,Paid Search,0.871,24.65,,,False,False,Active,Renewed,12,295.8
RC-04077,2024-08-21,Q3 2024,Other,Individual,Basic,Monthly,Referral,0.599,15,,,True,False,At risk,Active,12,180
RC-04078,2024-09-07,Q3 2024,North America,Small Business,Premium,Monthly,Paid Search,0.326,49,,,True,True,At risk,At risk,12,588
RC-04079,2024-07-25,Q3 2024,Europe,Freelancer,Standard,Monthly,Organic,0.587,29,,,False,False,Active,Active,12,348
RC-04080,2024-01-12,Q1 2024,Asia-Pacific,Individual,Standard,Monthly,Social,0.233,29,,,True,True,At risk,At risk,12,348
RC-04081,2024-10-12,Q4 2024,Asia-Pacific,Small Business,Basic,Monthly,Social,0.751,15,,,False,False,Active,Active,12,180
RC-04082,2024-09-14,Q3 2024,Europe,Individual,Premium,Annual,Organic,0.114,41.65,,,True,True,At risk,At risk,12,499.8
RC-04083,2024-02-24,Q1 2024,Europe,Team,Basic,Monthly,Organic,0.697,15,,,False,False,Active,Active,12,180
RC-04084,2024-08-06,Q3 2024,Asia-Pacific,Individual,Standard,Monthly,Paid Search,0.839,29,,,False,False,Active,Active,12,348
RC-04085,2024-06-19,Q2 2024,North America,Individual,Basic,Monthly,Referral,0.87,15,,,False,False,Active,Active,12,180
RC-04086,2024-06-08,Q2 2024,North America,Team,Basic,Annual,Paid Search,0.817,12.75,6,Low usage,False,False,Active,Churned,6,76.5
RC-04087,2024-09-05,Q3 2024,North America,Team,Basic,Monthly,Paid Search,0.571,15,,,False,False,Active,Active,12,180
RC-04088,2024-10-09,Q4 2024,Other,Small Business,Basic,Annual,Organic,0.547,12.75,5,Alternative,False,False,Active,Churned,5,63.75
RC-04089,2024-08-07,Q3 2024,Europe,Individual,Basic,Annual,Paid Search,0.588,12.75,,,True,False,At risk,Renewed,12,153.0
RC-04090,2024-01-09,Q1 2024,Asia-Pacific,Individual,Standard,Monthly,Referral,0.79,29,,,False,True,Active,At risk,12,348
RC-04091,2024-04-18,Q2 2024,Asia-Pacific,Small Business,Standard,Annual,Referral,0.68,24.65,,,False,False,Active,Renewed,12,295.8
RC-04092,2024-03-03,Q1 2024,Europe,Small Business,Premium,Monthly,Organic,0.247,49,,,True,True,At risk,At risk,12,588
RC-04093,2024-03-15,Q1 2024,Asia-Pacific,Individual,Basic,Annual,Organic,0.423,12.75,1,Payment issue,False,False,Churned,Churned,1,12.75
RC-04094,2024-12-28,Q4 2024,Europe,Freelancer,Premium,Annual,Paid Search,0.384,41.65,1,Price,False,False,Churned,Churned,1,41.65
